fir_id,fir_text,bns_section
475,My son was kidnapped and the abductors demanded we not inform police or they would kill him.,140
476,The accused kidnapped my sister intending to sell her into forced labour.,141
477,The accused abducted women from our village to subject them to forced prostitution.,141
478,The accused kidnapped my brother to subject him to grievous hurt as part of a dispute.,141
479,The accused abducted my cousin to use her as bonded labour in his factory.,141
480,The kidnapper abducted my daughter to force her into servitude to repay a fictional debt.,141
481,The accused knew my daughter had been kidnapped and deliberately hid her in his house.,142
482,The accused concealed a kidnapped boy in his flat knowing fully the child had been abducted.,142
483,The accused helped hide the kidnapped victim in his warehouse knowing about the abduction.,142
484,The accused deliberately locked the kidnapped woman in his house knowing she had been abducted.,142
485,The accused was aware the person he was hiding had been abducted yet continued to conceal her.,142
486,The accused kidnapped my 8-year-old son to steal his expensive gold chain.,143
487,The accused abducted a 9-year-old girl to steal the gold jewellery she was wearing.,143
488,The accused kidnapped a 7-year-old child to steal cash given by the child's grandfather.,143
489,The accused took away a 10-year-old child to steal the expensive watch he wore.,143
490,The accused kidnapped a 6-year-old boy to steal the ring and chain his parents gave him.,143
491,A man offered my daughter a job in the city and then sold her into forced labour.,144
492,The accused promised good jobs to village girls and instead trafficked them to another city.,144
493,My sister was recruited by an agent who turned out to be a human trafficker.,144
494,Young men from our village were trafficked by a labour contractor for bonded labour.,144
495,The accused tricked poor women into coming with him and then trafficked them.,144
496,The accused knowingly ran an agency that supplied trafficked women for domestic work.,145
497,The accused was found harbouring trafficked persons knowing they had been trafficked.,145
498,The accused willfully employed trafficked persons knowing they were victims of trafficking.,145
499,The accused transported trafficked persons between cities knowing they were being exploited.,145
500,The accused used the services of trafficked women knowing they were being exploited.,145
501,The accused habitually buys and sells bonded labourers in the brick kiln belt.,146
502,The accused compelled my brother to work at his farm without any payment.,146
503,The accused unlawfully forced migrant workers to work in his factory without payment.,146
504,The accused habitually deals in exploited workers kept in bondage at his farm.,146
505,The accused forced migrant workers to work without pay using threats of violence.,146
506,The accused and his associates were caught planning an armed attack to overthrow the government.,147
507,The accused was found planning to wage war against the Indian government with foreign help.,147
508,Armed militants were arrested while planning a violent attack on Indian state institutions.,147
509,The accused was gathering weapons and planning an armed insurrection against the government.,147
510,The accused was found coordinating with foreign elements to wage war against India.,147
511,The accused conspired with others to plan a violent overthrow of the Indian government.,148
512,The accused was part of a larger conspiracy to commit offences against India's sovereignty.,148
513,The accused and his associates conspired to collect arms and attack government institutions.,148
514,The accused was found to be a key conspirator in planning violent attacks on government.,148
515,The accused conspired with foreign nationals to threaten India's integrity.,148
516,The accused was found stockpiling illegal weapons and ammunition to wage war against India.,149
517,The accused had collected a large cache of arms and was training men for armed rebellion.,149
518,A group was arrested while collecting weapons for armed action against the state.,149
519,The accused was caught with explosives and weapons intended for use against the Indian state.,149
520,The accused was recruiting men and collecting funds to wage war against the Government of India.,149
521,The accused knew of a plot to attack government buildings but deliberately concealed it.,150
522,The accused was aware of a plan to wage war against the government and actively concealed it.,150
523,The accused did not inform authorities despite knowing of a conspiracy to attack Parliament.,150
524,The accused concealed knowledge of a terrorist plot against the Indian state from authorities.,150
525,The accused knew his associates were planning armed rebellion but concealed it from police.,150
526,The accused and his group attempted to forcibly confine the Chief Minister to coerce him.,151
527,The accused tried to physically coerce the Governor to exercise his powers in a particular way.,151
528,A group attacked the President's convoy trying to overawe him into making certain decisions.,151
529,The accused used criminal force to threaten a High Court judge to compel a particular judgment.,151
530,The accused mob tried to overawe the State Legislature by surrounding it with armed persons.,151
531,The accused made speeches calling for armed rebellion and separation of a state from India.,152
532,The accused published material on social media calling for violent secession of a region.,152
533,The accused distributed pamphlets encouraging separatist and anti-national sentiments.,152
534,The accused made inflammatory speeches encouraging armed uprising against Indian sovereignty.,152
535,The accused collected funds specifically to support secessionist activities in a border state.,152
536,The accused waged war against a friendly neighbouring foreign state from Indian territory.,153
537,The accused attacked the forces of a nation at peace with India from within India.,153
538,The accused helped plan a military attack against a neighbouring state at peace with India.,153
539,The accused abetted an attack against a foreign state friendly with India.,153
540,The accused organised an assault against a foreign nation at peace with the Government of India.,153
541,The accused made raids into the territory of a neighbouring country at peace with India.,154
542,The accused looted and committed depredation on the territories of a friendly foreign state.,154
543,The accused was preparing to carry out depredation on the territories of a friendly nation.,154
544,The accused carried out raids and plunder in a foreign territory at peace with India.,154
545,The accused committed plunder on the territory of a foreign state that is at peace with India.,154
546,The accused received goods knowing they were looted from a friendly foreign state.,155
547,The accused purchased property knowing it was taken during raids on a friendly nation.,155
548,The accused was found possessing property looted from the territory of a friendly foreign state.,155
549,The accused received plundered goods knowing they came from depredation on a friendly country.,155
550,The accused accepted and received property plundered from a foreign state at peace with India.,155
551,The police officer allowed the murder accused to escape by intentionally letting him go.,156
552,The jail officer intentionally allowed the state prisoner to escape from custody.,156
553,The constable intentionally allowed an arrested person to walk away from his custody.,156
554,The officer in charge of the accused intentionally let him escape.,156
555,The public servant who was supposed to keep the state prisoner in custody let him go.,156
556,The prison guard negligently allowed the state prisoner to escape from the lock-up.,157
557,The jail guard negligently allowed a prisoner of war to escape from confinement.,157
558,The constable negligently allowed the arrested person to escape from custody.,157
559,The officer negligently failed to prevent the state prisoner from escaping.,157
560,The public servant negligently allowed the person under his custody to escape.,157
561,The accused knowingly helped the state prisoner escape from lawful custody.,158
562,The accused assisted a prisoner of war in escaping from the place of confinement.,158
563,The accused rescued a state prisoner who was being transported to jail.,158
564,The accused harboured and concealed a state prisoner who had escaped from custody.,158
565,The accused knowingly helped a war prisoner escape from a place of legal confinement.,158
566,The accused tried to persuade soldiers in a cantonment to mutiny against their commanders.,159
567,The accused was found distributing seditious material among soldiers to incite mutiny.,159
568,The accused attempted to seduce an army officer away from his duty and allegiance.,159
569,The accused was caught communicating with soldiers to encourage them to disobey officers.,159
570,The accused distributed pamphlets inside an army camp encouraging soldiers to mutiny.,159
571,The accused abetted a mutiny in the naval base and the mutiny actually occurred as a result.,160
572,The accused encouraged soldiers to mutiny and the soldiers committed mutiny thereafter.,160
573,The accused instigated airforce personnel to commit insubordination and they did so.,160
574,The accused distributed material in the army camp and mutiny actually occurred afterward.,160
575,The accused incited army personnel to mutiny and the mutiny was actually committed.,160
576,The accused encouraged a soldier to assault his commanding officer while on duty.,161
577,The accused abetted a naval rating to assault his superior officer during official duty.,161
578,The accused instigated a constable to physically attack the senior police officer.,161
579,The accused encouraged a soldier to attack the commanding officer when he issued orders.,161
580,The accused abetted a cadet to assault his training officer during the exercise.,161
581,The assault on the superior officer actually occurred as a result of the accused's abetment.,162
582,As a result of the accused's abetment the junior officer actually assaulted his superior.,162
583,Following the accused's instigation the airforce cadet struck his superior officer.,162
584,The assault on the superior officer occurred because the accused had abetted and encouraged it.,162
585,The accused abetted the assault and it was actually committed by the soldier.,162
586,The accused abetted a soldier to desert his post and the soldier did in fact desert.,163
587,The accused helped an army officer desert his post by providing transport and civilian clothes.,163
588,The accused assisted an airforce pilot in deserting his assignment with false identity papers.,163
589,The accused helped a naval officer desert his post and go into hiding.,163
590,The accused provided assistance to a soldier who deserted and helped him flee the country.,163
591,The accused instigated a military officer to disobey a lawful order from his superior.,164
592,The accused encouraged soldiers to engage in acts of deliberate insubordination.,164
593,The accused abetted airforce personnel in refusing to follow lawful orders from superiors.,164
594,The accused instigated a group of soldiers to act in insubordinate ways toward their officers.,164
595,The accused distributed material that encouraged soldiers to engage in insubordination.,164
596,The accused being a military person is subject to the Army Act and not this Code.,165
597,The case involves persons subject to the Air Force Act to be tried under that legislation.,165
598,The accused being a naval person is governed by the Navy Act and not this Code.,165
599,The accused military personnel are subject to the Army Act 1950 not to BNS provisions.,165
600,The offenders being naval personnel are governed by the Navy Act not by this Sanhita.,165
601,The accused was wearing an army uniform without being a soldier intending to deceive people.,166
602,The accused wore a police uniform while not being a police officer to gain public trust.,166
603,The accused carried insignia of an army officer to deceive people into believing he was a soldier.,166
604,A civilian was found wearing an air force uniform to deceive airport security officials.,166
605,The accused wore a naval officer's uniform to impersonate a naval officer at the port.,166
606,The accused abetted a soldier's assault on his superior and the assault actually took place.,167
607,The assault on the superior officer occurred because the accused had instigated it.,167
608,The accused encouraged the soldier to assault the officer and the assault was committed.,167
609,Following the accused's abetment the airforce cadet struck his superior officer.,167
610,The accused instigated the assault and the act was actually committed by the soldier.,167
611,The accused used money and persuasion to try to seduce an officer from his military allegiance.,168
612,The accused attempted to buy the loyalty of an army officer away from his country.,168
613,The accused used threats and inducements to seduce a soldier from his duty.,168
614,The accused offered large sums of money to a naval officer to betray his duty.,168
615,The accused worked to undermine the loyalty of army officers through inducements.,168
616,The accused was found trying to influence the returning officer during election proceedings.,169
617,The accused interfered in election-related proceedings to gain unfair advantage.,169
618,The accused was found attempting to influence election officials corruptly.,169
619,The accused corrupted election proceedings to manipulate the outcome of the vote.,169
620,The accused committed an election-related offence involving interference with the process.,169
621,The accused distributed cash to voters to induce them to vote for a particular candidate.,170
622,The accused gave gifts to voters to reward them for voting in a particular manner.,170
623,The accused was caught distributing liquor to voters to induce them to vote for his party.,170
624,The accused distributed money in envelopes to voters just before the election polling day.,170
625,The accused gave cash to a village elder to distribute to voters as a bribe.,170
626,The accused voted in the name of a deceased person at the polling station.,171
627,The accused impersonated another living voter and obtained his ballot paper fraudulently.,171
628,The accused voted twice in his own name at two different polling booths.,171
629,The accused voted in the name of another person who had not come to vote.,171
630,The accused voted using the voter ID of a deceased relative to cast an extra vote.,171
631,The accused and his men threatened voters near the polling booth preventing them from voting.,172
632,The accused intimidated minority voters to prevent them from exercising voting rights.,172
633,The accused brought armed men near the polling station to intimidate voters.,172
634,The accused threatened voters who intended to vote for the opposition candidate.,172
635,The accused created an atmosphere of fear to prevent free voting.,172
636,The accused made communal speeches during the election campaign promoting religious hatred.,173
637,The accused distributed literature promoting communal hatred to influence election results.,173
638,The accused made inflammatory statements about a religious community to gain votes.,173
639,The accused used religious symbols to promote communal division during elections.,173
640,The accused made public speeches using caste divisions to influence voters.,173
641,The accused made false statements about the opposing candidate's criminal record to defame him.,174
642,The accused published false news about a candidate's personal conduct to damage his reputation.,174
643,The accused circulated false information about a candidate's qualifications before elections.,174
644,The accused spread fabricated stories about the opposing candidate to damage his chances.,174
645,The accused made up false allegations about the personal character of the opposing candidate.,174
646,The accused incurred election expenses without the candidate's written authority.,175
647,The accused spent money on election publicity without the candidate's written permission.,175
648,The accused organised rallies and paid for advertisements without the candidate's consent.,175
649,The accused made payments for election printing without authority from the candidate.,175
650,The accused paid for public meetings and canvassing without the candidate's written authorisation.,175
651,The candidate failed to maintain proper accounts of all election-related expenditure.,176
652,The accused did not keep records of money spent during the election campaign as required by law.,176
653,The candidate did not file proper election expense accounts within the required time.,176
654,The accused failed to maintain accounts of all donations received during the election.,176
655,The candidate maintained false accounts of election expenditure to conceal actual spending.,176
656,The accused engaged in corrupt practices as defined by election law to get votes.,177
657,The accused committed multiple corrupt practices during the election to defeat his opponent.,177
658,The accused engaged in booth capturing which is a corrupt practice under election law.,177
659,The accused committed corrupt practices including bribing voters and intimidating opponents.,177
660,The accused engaged in corrupt electoral practices defined in the election laws.,177
661,The accused was manufacturing counterfeit coins in a secret workshop.,178
662,The accused was running an illegal operation to counterfeit various denomination coins.,178
663,A counterfeiting workshop was found in the accused's basement where fake coins were made.,178
664,The accused was part of a gang that counterfeited and distributed fake coins.,178
665,The accused was knowingly involved in the process of counterfeiting coins.,178
666,The accused was manufacturing counterfeit rupee coins that are legal tender in India.,179
667,The accused was found with equipment to counterfeit Indian rupee coins.,179
668,The accused counterfeited Indian currency coins worth several lakh rupees.,179
669,The accused was involved in counterfeiting Indian legal tender coins.,179
670,The accused ran a factory that produced counterfeit Indian rupee coins.,179
671,The accused made a special mold designed to make counterfeit coins.,180
672,The accused sold coin-making dies he knew would be used to counterfeit currency.,180
673,The accused manufactured instruments specifically for counterfeiting coins.,180
674,The accused made and sold equipment for counterfeiting coins to criminal gangs.,180
675,The accused supplied coin counterfeiting tools to people known to be counterfeiters.,180
676,The accused had special equipment for counterfeiting coins in his possession.,181
677,The accused was found with tools used specifically to make counterfeit coins.,181
678,The accused had coin molds and dies knowing they were used for counterfeiting.,181
679,The accused stored counterfeiting instruments knowing their illegal purpose.,181
680,The accused possessed specialised equipment intended for making fake currency coins.,181
681,The accused in India assisted an overseas counterfeiting operation by providing designs.,182
682,The accused helped a counterfeiting ring operating outside India with technical help.,182
683,The accused in India abetted counterfeiting of Indian coins being done abroad.,182
684,The accused assisted foreign counterfeiters to produce fake Indian currency.,182
685,The accused helped plan and execute a coin counterfeiting operation outside India.,182
686,The accused was printing counterfeit currency notes in a secret printing press.,183
687,The accused ran an illegal operation producing fake currency notes.,183
688,A printing press was found producing fake currency notes of high denomination.,183
689,The accused was part of a network that counterfeited and distributed fake currency notes.,183
690,The accused was knowingly involved in producing counterfeit currency notes.,183
691,The accused was manufacturing counterfeit hundred-rupee notes legal tender in India.,184
692,The accused was found with equipment to counterfeit Indian currency notes.,184
693,The accused printed counterfeit Indian currency notes worth several lakh rupees.,184
694,The accused was involved in counterfeiting Indian legal tender bank notes.,184
695,The accused ran a factory that produced counterfeit Indian currency notes.,184
696,The accused made printing plates designed to make counterfeit currency notes.,185
697,The accused sold printing equipment he knew would be used to counterfeit currency.,185
698,The accused manufactured instruments specifically for counterfeiting currency notes.,185
699,The accused made and sold printing equipment for counterfeiting currency notes.,185
700,The accused supplied currency note counterfeiting equipment to criminals.,185
701,The accused had printing presses and plates for counterfeiting currency notes in his house.,186
702,The accused was found with tools used specifically to make counterfeit currency notes.,186
703,The accused had printing equipment knowing it was used for counterfeiting currency.,186
704,The accused stored counterfeiting instruments in his house knowing their illegal purpose.,186
705,The accused possessed specialised printing equipment for making fake currency notes.,186
706,The accused was printing counterfeit revenue stamps in a secret location.,187
707,The accused counterfeited government revenue stamps in a secret printing press.,187
708,A printing press was found producing fake government stamps.,187
709,The accused was operating a counterfeiting ring producing fake government stamps.,187
710,The accused produced large quantities of counterfeit government revenue stamps.,187
711,The accused possessed printing equipment that was used for making fake government stamps.,188
712,The accused had in his possession tools used to counterfeit revenue stamps.,188
713,The accused was found with equipment for counterfeiting government stamps.,188
714,The accused had the printing instruments used for making fake revenue stamps.,188
715,The accused possessed printing tools knowing they were used for stamp counterfeiting.,188
716,A mob of thirty people assembled unlawfully near the collector's office to overawe officials.,189
717,An unlawful assembly gathered outside the court to intimidate the judges inside.,189
718,A group of fifty people assembled to resist execution of a court order by force.,189
719,An unlawful mob assembled and threatened local officials with criminal force.,189
720,A group assembled unlawfully near the police station to intimidate law enforcement.,189
721,The accused knowingly joined an unlawful assembly gathered to overawe government officials.,190
722,The accused continued to participate in the unlawful mob knowing its unlawful purpose.,190
723,The accused joined a mob gathered to commit criminal trespass on government property.,190
724,The accused stayed in the unlawful assembly after being told it was unlawful.,190
725,The accused intentionally participated in a mob gathered to resist law enforcement.,190
726,A mob of thirty people rioted at the market using sticks and stones injuring many people.,191
727,Members of the unlawful assembly started violence destroying shops and injuring bystanders.,191
728,The rioters attacked our locality destroying property and injuring many residents.,191
729,A group of people rioted near the police station pelting stones and setting vehicles on fire.,191
730,The assembly turned violent and members started assaulting people and looting shops.,191
731,The rioters were armed with knives swords and iron rods when they attacked the market.,192
732,The accused was part of a rioting mob armed with deadly axes and swords.,192
733,The rioters carried deadly weapons including guns and swords during the riot.,192
734,Armed rioters carrying knives and iron rods attacked the minority neighbourhood.,192
735,The rioting mob was armed with deadly weapons including sharp swords and firearms.,192
736,The accused refused to disperse from the unlawful assembly even after police ordered them.,193
737,The mob members continued rioting even after the police read out the order to disperse.,193
738,The accused ignored repeated commands to disperse from the public servant.,193
739,The accused stayed in the unlawful assembly even after multiple warnings by the magistrate.,193
740,The accused continued to participate in the unlawful assembly after police ordered dispersal.,193
741,The accused delivered a speech at a public meeting promoting hatred between two communities.,194
742,Inflammatory messages were circulated on social media by the accused to create communal tension.,194
743,The accused published content online that promoted enmity between two religious communities.,194
744,A series of provocative posts made by the accused targeted a specific religious community.,194
745,The accused made speeches spreading hatred between two different castes in the local area.,194
746,The accused publicly alleged that people of a certain religion cannot be loyal to India.,195
747,The accused made speeches claiming a particular religious community cannot uphold Indian sovereignty.,195
748,The accused published articles claiming people of a certain caste are not loyal to the Constitution.,195
749,The accused made public statements about a regional group being disloyal to the Indian state.,195
750,The accused distributed pamphlets claiming members of a religious group are anti-national.,195
751,The accused desecrated a temple and broke religious idols creating communal unrest.,196
752,An unknown person defiled a mosque by throwing prohibited items inside the compound.,196
753,The religious symbols of our community were deliberately destroyed by the accused.,196
754,The accused set fire to a religious building belonging to a minority community.,196
755,Our place of worship was vandalised by the accused who broke idols and religious texts.,196
756,The accused beat me with an iron rod and threatened to kill me if I voted against his candidate.,197
757,The accused made threats against me to force me to vote for a particular candidate.,197
758,The accused physically intimidated me at the polling station to influence my vote.,197
759,The accused threatened to harm my family if I exercised my franchise freely.,197
760,The accused and his associates threatened voters outside the polling station to influence votes.,197
761,The public servant knowingly refused to register my FIR despite my providing all details.,198
762,The officer disobeyed lawful orders causing deliberate harm to my legitimate business interests.,198
763,The accused public servant violated legal procedures causing serious harm to the complainant.,198
764,The government employee deliberately delayed processing my application causing financial harm.,198
765,The public servant ignored legal directions and took illegal action against my property.,198
766,The accused public servant prepared a false translation of a property document harming me.,199
767,The government officer prepared a false record that caused injury to my legal rights.,199
768,The public servant knowingly prepared an incorrect document to help his associate commit fraud.,199
769,The accused translated the official document incorrectly knowing it would harm my interests.,199
770,The government officer framed false records to save his associate from legal punishment.,199
771,The government officer was found running a private business in violation of service rules.,200
772,The public servant engaged in private trading business which is prohibited by government rules.,200
773,The accused officer was found running a shop while employed as a government servant.,200
774,The government employee was doing private consulting work prohibited under service rules.,200
775,The public servant was operating a private business enterprise while holding government office.,200
776,The government officer illegally purchased property that was on auction in a case he handled.,201
777,The public servant bid for property in the court auction that he was legally prohibited from buying.,201
778,The accused officer illegally bought land that was being sold under his official jurisdiction.,201
779,The government servant purchased assets at a sale he was legally not permitted to bid at.,201
780,The public servant illegally acquired property that was seized by the department he works in.,201
781,The accused destroyed evidence of the murder to help his friend escape prosecution.,202
782,The accused caused all key evidence to disappear to protect the real offender from punishment.,202
783,The accused gave false information to police about the crime to help the actual offender escape.,202
784,The accused removed the body and all evidence of the crime to screen the actual murderer.,202
785,The accused gave deliberately misleading information to investigators to help the criminal escape.,202
786,The accused who knew about the robbery failed to inform the police about it.,203
787,The witness who saw the accident did not report it to police though he was legally bound to.,203
788,The accused knew about the kidnapping but deliberately omitted to inform the authorities.,203
789,The watchman who witnessed the burglary did not give information to police as required.,203
790,The accused who had knowledge of the planned murder did not inform any public servant.,203
791,The accused gave deliberately false information to police about the crime to mislead them.,204
792,The witness gave false information about the accident to protect the driver who caused it.,204
793,The accused gave police completely false information about a crime he knew about.,204
794,The accused told police a completely fabricated story about the robbery to mislead them.,204
795,The accused gave false information to the investigating officer to derail the investigation.,204
796,The accused destroyed key documents that were required to be produced as evidence in court.,205
797,The accused burnt all the relevant records before they could be seized by the authorities.,205
798,The accused deleted important electronic records to prevent them from being produced in court.,205
799,The accused shredded all financial documents that were needed as evidence in the court case.,205
800,The accused made all the evidence illegible to prevent it being produced in judicial proceedings.,205
801,The accused impersonated me in court and made admissions that caused me legal harm.,206
802,The accused falsely pretended to be another person to cause a court order to be passed.,206
803,The accused personated another person and confessed judgment in a case against that person.,206
804,The accused became bail for a person by using a false identity in court proceedings.,206
805,The accused impersonated another and did acts in a court case causing harm to that person.,206
806,The accused physically resisted when the revenue officer tried to take attached property.,207
807,The accused stopped the bailiff from taking possession of property under a court attachment order.,207
808,The accused and his men physically prevented officers from taking seized property.,207
809,The accused obstructed officials trying to execute a property attachment order against him.,207
810,The accused resisted the lawful taking of property by government officers under legal authority.,207
811,The accused deliberately failed to produce relevant land documents when legally required.,208
812,The accused did not produce required documents before the tax officer despite being legally bound.,208
813,The accused failed to produce company financial records before the investigating officer.,208
814,The accused refused to hand over the required documents to the government officer.,208
815,The accused deliberately withheld company accounts required to be produced by law.,208
816,The factory owner deliberately failed to give required notice of an industrial accident.,209
817,The accused did not furnish mandatory information to the licensing authority as required.,209
818,The accused failed to give required information about imported goods to customs authorities.,209
819,The accused deliberately omitted to give the required statutory notice to the government body.,209
820,The accused failed to furnish mandatory reports to the regulatory authority as required.,209
821,The accused refused to sign his statement before the police officer after giving the statement.,210
822,The accused declined to sign the statement he had given before the executive magistrate.,210
823,The accused refused to put his signature on his own statement given before a public servant.,210
824,The accused gave a statement before the revenue officer and then refused to sign it.,210
825,The accused refused to sign the declaration he had made before the public servant.,210
826,The accused made a completely false statement to the police officer knowing it was untrue.,211
827,The accused told the revenue inspector false facts about the property boundary.,211
828,The accused gave the magistrate completely false information about his income.,211
829,The accused made a false declaration about his assets to the government official.,211
830,The accused gave false information to the customs officer about the contents of his cargo.,211
831,The accused resisted the police when they tried to arrest him under a lawful warrant.,212
832,The accused physically blocked police officers from making a lawful arrest.,212
833,The accused ran away and physically resisted when police tried to apprehend him.,212
834,The accused struggled violently with police officers trying to arrest him lawfully.,212
835,The accused fled and resisted when officers came to execute a lawful arrest warrant.,212
836,The accused created an obstruction to prevent the court-ordered auction of attached property.,213
837,The accused interfered with a property auction being conducted under court order.,213
838,The accused blocked the entry to the auction site to prevent lawful sale by the court officer.,213
839,The accused obstructed officers conducting an auction of property under government authority.,213
840,The accused physically disrupted a lawful property auction being conducted by a public servant.,213
841,The accused purchased property at a government auction knowing he was legally disqualified.,214
842,The accused bid at a court auction for property in the name of someone legally disqualified.,214
843,The accused participated in a public auction knowing he could not legally buy it.,214
844,The accused bought property at a government sale knowing a disqualified person's name was used.,214
845,The accused bid at the auction using the name of a person who was legally ineligible to buy.,214
846,The accused who was legally required to assist police in making an arrest refused to help.,215
847,The person was legally bound to assist in executing a warrant but refused to render help.,215
848,The accused failed to assist the constable who needed help to make a difficult arrest.,215
849,The person who was legally obliged to aid the officer in his duty refused to do so.,215
850,The accused though legally bound to assist the public servant in discharging duty refused.,215
851,The police officer allowed the murder accused to escape by intentionally not apprehending him.,216
852,The jail officer intentionally allowed the escaped convict to get away without recapturing him.,216
853,The constable intentionally allowed the arrested person to flee from his custody.,216
854,The officer in charge of the accused intentionally omitted to prevent his escape.,216
855,The public servant who was supposed to keep the accused in custody intentionally let him go.,216
856,The investigating officer deliberately disobeyed investigation guidelines to help the accused.,217
857,The officer deliberately deviated from legal procedure to save the accused from punishment.,217
858,The public servant violated lawful directions to protect his associate from legal consequences.,217
859,The officer deliberately ignored legal requirements to help the accused avoid being punished.,217
860,The public servant disobeyed his lawful duty to save the property of a criminal from forfeiture.,217
861,The government officer prepared false records knowing they would lead to the accused's acquittal.,218
862,The officer framed incorrect reports deliberately to save the accused from legal punishment.,218
863,The public servant prepared false documents to protect property from lawful forfeiture.,218
864,The officer wrote incorrect records with intent to save the criminal from legal punishment.,218
865,The public servant framed a false record to save his associate's property from forfeiture.,218
866,The judge corruptly made an order that he knew was contrary to the applicable law.,219
867,The public servant in a judicial capacity corruptly gave a verdict he knew was illegal.,219
868,The arbitrator corruptly passed an award knowing it was against the applicable law.,219
869,The judicial officer made a judgment he knew to be against the law for corrupt reasons.,219
870,The officer in a quasi-judicial role corruptly passed an order knowing it was illegal.,219
871,The officer corruptly committed an innocent person to judicial custody knowing he was not liable.,220
872,The magistrate maliciously committed the accused to prison knowing the detention was illegal.,220
873,The officer committed the person to custody knowing the committal was contrary to law.,220
874,The public servant with authority to commit persons to custody did so maliciously.,220
875,The officer committed a person for trial knowing the commitment was not legally justified.,220
876,The officer who was supposed to apprehend the criminal deliberately omitted to do so.,221
877,The officer intentionally did not apprehend the criminal despite being legally bound to.,221
878,The public servant deliberately failed to arrest a person he was legally obligated to arrest.,221
879,The officer who was bound to apprehend the accused intentionally allowed him to escape.,221
880,The constable deliberately did not arrest the person despite having legal authority to do so.,221
881,The accused physically resisted the police and tried to escape from their custody.,222
882,The accused offered illegal resistance to prevent his lawful apprehension by police.,222
883,The accused struggled and tried to flee to prevent his lawful arrest.,222
884,The accused used force to resist being taken into lawful custody by police officers.,222
885,The accused violently resisted arrest and injured two police officers during the struggle.,222
886,The police officer negligently allowed the murder accused to escape from the lock-up.,223
887,The guard negligently allowed a convicted criminal to escape from custody.,223
888,The constable negligently allowed the arrested person to walk away from his custody.,223
889,The jail officer negligently failed to prevent the convicted prisoner from escaping.,223
890,The officer on duty negligently allowed the person under his custody to escape.,223
891,The accused tried to rescue his brother from the custody of police during the arrest.,224
892,The accused illegally obstructed police from arresting another person.,224
893,The accused physically intervened to prevent police from taking the person into custody.,224
894,The accused helped his associate escape from police custody by distracting the officers.,224
895,The accused used force to prevent police from arresting his associate at the market.,224
896,The accused helped a deserting soldier evade lawful apprehension by police.,225
897,The accused physically obstructed police from apprehending a person charged with desertion.,225
898,The accused tried to prevent police from taking into custody a person absent without leave.,225
899,The accused aided a military deserter in evading lawful arrest by police.,225
900,The accused obstructed police who were trying to apprehend a military deserter.,225
901,The convicted person who was sent outside India has returned to India unlawfully.,226
902,The person who was transported as part of his sentence has illegally returned to India.,226
903,The convicted person returned from his transportation without any lawful authority.,226
904,The accused who was legally transported outside India returned without government permission.,226
905,The person transported abroad as part of legal punishment has returned illegally to India.,226
906,The accused gave completely false testimony in court about where he was on the night of the crime.,227
907,A witness lied under oath providing a false alibi for the accused.,227
908,The accused made false statements to the magistrate under oath to mislead the investigation.,227
909,I have evidence showing the witness gave false evidence in the court proceedings.,227
910,The accused fabricated his statement before the police knowingly giving incorrect information.,227
911,The accused planted fake evidence at the crime scene to mislead the investigation.,228
912,The document produced by the accused in court was found to be fabricated and false.,228
913,The accused bribed someone to plant drugs at my home to fabricate evidence against me.,228
914,A false entry was found in the company records created by the accused to fabricate evidence.,228
915,The accused manufactured fake documents and produced them as genuine evidence in court.,228
916,The accused deliberately gave false evidence in court with clear intention to mislead the judge.,229
917,The witness was paid to give false testimony in court about events on the night of the crime.,229
918,The accused gave false evidence in court proceedings about the property boundary dispute.,229
919,A witness was found to have deliberately given false testimony in the criminal court proceedings.,229
920,The accused bribed witnesses to give false evidence in the court case against me.,229
921,The accused gave false evidence with intent to have an innocent person convicted of a capital offence.,230
922,The witness gave false testimony knowing it would lead to the death penalty for an innocent man.,230
923,The accused fabricated evidence with the clear intent to send an innocent person to the gallows.,230
924,The witness falsely testified in a murder case intending to cause wrongful conviction.,230
925,The accused gave false evidence in a rape case to cause wrongful conviction of an innocent person.,230
926,The accused gave false evidence intending to cause wrongful conviction for a serious offence.,231
927,The witness gave false testimony knowing it would lead to long imprisonment of an innocent man.,231
928,The accused fabricated evidence in a kidnapping case to frame an innocent person.,231
929,The witness falsely testified in a robbery case to cause wrongful conviction.,231
930,The accused gave false evidence to cause wrongful conviction in a serious criminal case.,231
931,The accused knowingly used a fabricated document as genuine evidence in the court case.,232
932,The accused presented evidence he knew to be false and fabricated in the property dispute.,232
933,The accused used a forged letter as if it were genuine evidence in the court proceedings.,232
934,The accused used a fake affidavit knowing it to be false as evidence in the civil suit.,232
935,The accused produced a forged signature document as genuine evidence before the court.,232
936,The accused issued a false medical certificate to help the accused person avoid punishment.,233
937,The doctor issued a false death certificate which was used as evidence in court.,233
938,The accused issued a false character certificate knowing it was false but admissible as evidence.,233
939,The official issued a false certificate of residence knowing it to be false for use in court.,233
940,The accused signed a false fitness certificate that was submitted as evidence in the hearing.,233
941,The accused used a false medical certificate knowing it was incorrect to get the patient acquitted.,234
942,The accused presented a forged certificate as genuine evidence in the judicial proceedings.,234
943,The accused used a false school leaving certificate knowing it was forged in the court case.,234
944,The accused produced a counterfeit government certificate he knew was false as evidence.,234
945,The accused submitted a false certificate of caste knowing it to be false to get an exemption.,234
